acronym_,expansion,id,text
SAR,search and rescue,EXT,Maritime SAR
SAR,search and rescue,EXT,"Maritime SAR is carried out at sea to save sailors and passengers in distress, or the survivors of downed aircraft."
SAR,search and rescue,EXT,"The type of agency which carries out maritime SAR varies by country; it may variously be the coast guard, navy or voluntary organizations."
SAR,search and rescue,EXT,"NationalThe Australian SAR service is provided by three authorities; the Joint Rescue Coordination Centre  at the Australian Maritime Safety Authority , the Australian Defence Force  and the State/Territory Police Jurisdictions."
SAR,search and rescue,EXT,The JRCC operates a 24-hour Rescue Coordination Centre  in Canberra and is responsible for the national coordination of both maritime and aviation SAR.
SAR,search and rescue,EXT,"In coordinating SAR missions, the JRCC will call on assistance from organisations as appropriate, such as the Defence forces, Border Protection Command, trained aviation organisations , emergency medical helicopters, state Police services and trained Air Observers from the State Emergency Service."
SAR,search and rescue,EXT,"There are also other organisations, such as the non-profit Westpac Life Saver Rescue Helicopter Service that is based at a number of sites around Australia and contracted by various authorities to deliver SAR services."
SAR,search and rescue,EXT,"State Police in many states operate state-based SAR squads, such as the Victoria Police Search and Rescue Squad, which provides specialist expertise, advice and practical assistance in land SAR on most terrain including snow and vertical cliff SAR."
SAR,search and rescue,EXT,There are also state-based volunteer SAR groups such as the NSW SES Bush Search and Rescue in New South Wales and Bush Search and Rescue Victoria in Victoria.
SAR,search and rescue,EXT,A few groups respond on horseback as mounted SAR.
SAR,search and rescue,EXT,The Department of National Defence  has overall responsibility for the coordinated SAR system.
SAR,search and rescue,EXT,"Ground and inland water SAR  is the responsibility of provinces and territories with the Royal Canadian Mounted Police  and other police forces coordinating operations, often using volunteer GSAR teams operating in specific areas under provincial coordinating bodies."
SAR,search and rescue,EXT,There are also SAR teams in Northern Cyprus.
SAR,search and rescue,EXT,"It is the main support organisation for SAR missions in Estonia, and operates a small fleet of SAR vessels and helicopters."
SAR,search and rescue,EXT,"It is, among other things, regularly involved in  urban SAR efforts abroad.


==="
SAR,search and rescue,EXT,Airbus Helicopters H175  - for inshore and offshore SAROther civilian SAR units in Hong Kong include:
SAR,search and rescue,EXT,"== Iceland ===

The Icelandic Coast Guard is responsible for coordinating all maritime and aviation SAR activities in the Icelandic Search and Rescue Region , that has the size of 1.9 million square kilometres."
SAR,search and rescue,EXT,"The National Search and Rescue Agency of Indonesia known in Indonesian as Badan Nasional Pencarian dan Pertolongan abbreviated ""BASARNAS"", is a government agency responsible for conducting SAR duties nationally in Indonesia."
SAR,search and rescue,EXT,The Irish Air Corps provide top cover for SAR over land or sea and is available for maritime and mountain rescue if needed.
SAR,search and rescue,EXT,The Irish Naval Service frequently assists the other agencies in SAR.
SAR,search and rescue,EXT,"Larger maritime SAR events, as well as reports of overdue aircraft, fall under the control of the Rescue Coordination Centre New Zealand , based in Avalon, which coordinates response from local coastguard, helicopter operators, merchant marine, air force and naval resources."
SAR,search and rescue,EXT,"The SAR helicopters are operated by the Royal Norwegian Air Force , who fly 12 Westland Sea Kings."
SAR,search and rescue,EXT,Three different agencies are responsible for providing SAR in Portugal.
SAR,search and rescue,EXT,All of the above coordinate closely with each other providing a comprehensive SAR service.
SAR,search and rescue,EXT,In Poland most SAR operations are undertaken by the airborne units of the Polish Armed Forces.
SAR,search and rescue,EXT,"Other civilian SAR units in Poland include:

Górskie Ochotnicze Pogotowie Ratunkowe, GOPR "
SAR,search and rescue,EXT,"Depending on the nature of the accident, the RCC's  coordinate the SAR missions."
SAR,search and rescue,EXT,"Seguridad Marítima is the main organization, and has overall responsibility for the maritime SAR, that also coordinates the SAR efforts with other agencies:"
SAR,search and rescue,EXT,"The society operates 68 SAR stations and some 185 ships manned by 2100 volunteers, of those more than 300 are on call at any time, and can respond within 15 minutes."
SAR,search and rescue,EXT,"National Airborne Service Corps  is the agency of the Ministry of the Interior of the Republic of China responsible for executing and providing support for SAR, disaster relief, emergency medical service, transportation, monitoring, reconnaissance and patrol in Taiwan."
SAR,search and rescue,EXT,"GEA Search and Rescue Association is a group of SAR, ecology and social campaigners, founded in 1994, made up of volunteer members."
SAR,search and rescue,EXT,In Ukraine SAR is conducted by the State Search and Rescue Aviation Service of the Ministry of Emergencies of Ukraine Ukraviaposhuk.
SAR,search and rescue,EXT,"Other voluntary agencies exist to provide specialist SAR services, such as the Cave Rescue Organisation and Mountain Rescue Committee of Scotland."
SAR,search and rescue,EXT,Urban SAR units are run by the fire services.
SAR,search and rescue,EXT,Her Majesty's Coastguard are in charge of maritime SAR missions.
SAR,search and rescue,EXT,"The Maritime & Coastguard Agency are launching a tender for their second generation UK SAR aviation programme  , which is one of several tenders for similar services ."
SAR,search and rescue,EXT,Combat SAR
SAR,search and rescue,EXT,Maritime SAR
SAR,search and rescue,EXT,"Ski patrol
Urban SAR


=="
RS,running sum,EXT,"Neumaier introduced an improved version of Kahan algorithm, which he calls an ""improved Kahan–Babuška algorithm"", which also covers the case when the next term to be added is larger in absolute value than the RS, effectively swapping the role of what is large and what is small."
RS,relay station,EXT,"A broadcast RS, also known as a satellite station, relay transmitter, broadcast translator , re-broadcaster , repeater  or complementary station , is a broadcast transmitter which repeats "
RS,relay station,EXT,"The use of virtual channels is another alternative, although this may cause the same channel to appear several times in a receiver – once for each RS – and require the user to tune to the best one ."
RS,relay station,EXT,"Although boosters or DTS cause all RSs to appear as one signal, they require careful engineering to avoid interference."
RS,relay station,EXT,"Because most radio and television systems in Europe are national networks, the radio or television system in some countries can be considered a collection of RSs in which each broadcaster uses a transmitter network  to provide broadcast service to the entire nation."
RS,relay station,EXT,"Terrestrially, the scenario is similar to Europe's; the systems are considered national networks, and are a collection of RSs maintained by a government-funded authority."
RS,random search,EXT,"The name ""RS"" is attributed to Rastrigin who made an early presentation of RS along with basic mathematical analysis."
RS,random search,EXT,"The algorithm described herein is a type of local RS, where every iteration is dependent on the prior iteration's candidate solution."
RS,random search,EXT,"There are alternative RS methods which sample from the entirety of the search space , but these are not described in this article."
RS,remote sensing,EXT,"In current usage, the term ""RS"" generally refers to the use of satellite or aircraft-based sensor technologies to detect and classify objects on Earth."
RS,remote sensing,EXT,"It may be split into ""active"" RS  and ""passive"" RS ."
RS,remote sensing,EXT,"RADAR and LiDAR are examples of active RS where the time delay between emission and return is measured, establishing the location, speed and direction of an object."
RS,remote sensing,EXT,For a summary of major RS satellite systems see the overview table.
RS,remote sensing,EXT,Applications of RS
RS,remote sensing,EXT,Vegetation RS is a principal application of LIDAR.
RS,remote sensing,EXT,"Applications include RS of population, GDP, and damage to infrastructure from war or disasters."
RS,remote sensing,EXT,Prominent scientists using RS for this purpose include Janet Franklin and Ruth DeFries.
RS,remote sensing,EXT,"Within the scope of the combat against desertification, RS allows researchers to follow up and monitor risk areas in the long term, to determine desertification factors, to support decision-makers in defining relevant measures of environmental management, and to assess their impacts."
RS,remote sensing,EXT,Geodetic RS can be gravimetric or geometric.
RS,remote sensing,EXT,"Geometric RS includes position and deformation imaging using InSAR, LIDAR, etc."
RS,remote sensing,EXT,"The quality of RS data consists of its spatial, spectral, radiometric and temporal resolutions."
RS,remote sensing,EXT,"In order to create sensor-based maps, most RS systems expect to extrapolate sensor data in relation to a reference point including distances between known points on the ground."
RS,remote sensing,EXT,"In a RS image, the pixel on the shady slope receives weak illumination and has a low radiance value, in contrast, the pixel on the sunny slope receives strong illumination and has a high radiance value."
RS,remote sensing,EXT,These ambiguities seriously affected RS image information extraction accuracy in mountainous areas.
RS,remote sensing,EXT,It became the main obstacle to further application of RS images.
RS,remote sensing,EXT,It is the premise of quantitative RS application.
RS,remote sensing,EXT,"Object-Based Image Analysis  is a sub-discipline of GIScience devoted to partitioning RS  imagery into meaningful image-objects, and assessing their characteristics through spatial, spectral and temporal scale."
RS,remote sensing,EXT,Old data from RS is often valuable because it may provide the only long-term data for a large extent of geography.
RS,remote sensing,EXT,"Generally speaking, RS works on the principle of the inverse problem: while the object or phenomenon of interest  may not be directly measured, there exists some other variable that can be detected and measured  which may be related to the object of interest through a calculation."
RS,remote sensing,EXT,The modern discipline of RS arose with the development of flight.
RS,remote sensing,EXT,The development of artificial satellites in the latter half of the 20th century allowed RS to progress to a global scale as of the end of the Cold War.
RS,remote sensing,EXT,"Space probes to other planets have also provided the opportunity to conduct RS studies in extraterrestrial environments, synthetic aperture radar aboard the Magellan spacecraft provided detailed topographic maps of Venus, while instruments aboard SOHO allowed studies to be performed on the Sun and the solar wind, just to name a few examples."
RS,remote sensing,EXT,"Furthermore, RS exceedingly influences everyday life, ranging from weather forecasts to reports on climate change or natural disasters."
RS,remote sensing,EXT,"In fact, the subject of RS requires a consolidation of physics and mathematics as well as competences in the fields of media and methods apart from the mere visual interpretation of satellite images."
RS,remote sensing,EXT,"Many teachers have great interest in the subject ""RS"", being motivated to integrate this topic into teaching, provided that the curriculum is considered."
RS,remote sensing,EXT,In order to integrate RS in a sustainable manner organizations like the EGU or Digital Earth encourage the development of learning modules and learning portals.
RS,remote sensing,EXT,"Remote sensing data are processed and analyzed with computer software, known as a RS application."
RS,remote sensing,EXT,A large number of proprietary and open source applications exist to process RS data.
RS,remote sensing,EXT,"Dragon/ips is one of the oldest RS packages still available, and is in some cases free."
RS,remote sensing,EXT,"Open source RS software includes:

Opticks ,
Orfeo toolbox
Sentinel Application Platform  from the European Space Agency "
RS,remote sensing,EXT,"Others mixing RS and GIS capabilities are: GRASS GIS, ILWIS, QGIS, and TerraLook."
RS,remote sensing,EXT,Inc. the most used applications among Asian academic groups involved in RS are as follows:
RS,remote sensing,EXT,"either use general RS software , Google Earth, StoryMaps or a software/ web-app developed specifically for education"
RS,remote sensing,EXT,Introduction to RS .
RS,remote sensing,EXT,"""Best practice guidelines for pre-launch characterization and calibration of instruments for passive optical RS""."
RS,recommender systems,EXT,There are also popular RS for specific topics like restaurants and online dating.
RS,recommender systems,EXT,Current RS typically combine one or more approaches into a hybrid system.
RS,recommender systems,EXT,The differences between collaborative and content-based filtering can be demonstrated by comparing two early music RS – Last.fm and Pandora Radio.
RS,recommender systems,EXT,"Of note, RS are often implemented using search engines indexing non-traditional data."
RS,recommender systems,EXT,Montaner provided the first overview of RS from an intelligent agent perspective.
RS,recommender systems,EXT,"Adomavicius provided a new, alternate overview of RS."
RS,recommender systems,EXT,"Herlocker provides an additional overview of evaluation techniques for RS, and Beel et al."
RS,recommender systems,EXT,Beel et al. have also provided literature surveys on available research paper RS and existing challenges.
RS,recommender systems,EXT,One approach to the design of RS that has  wide use is collaborative filtering.
RS,recommender systems,EXT,Many algorithms have been used in measuring user similarity or item similarity in RS.
RS,recommender systems,EXT,Another common approach when designing RS is content-based filtering.
RS,recommender systems,EXT,"To overcome this, most content-based RS now use some form of hybrid system."
RS,recommender systems,EXT,Content-based RS can also include opinion-based RS.
RS,recommender systems,EXT,Multi-criteria RS =
RS,recommender systems,EXT,Multi-criteria RS  can be defined as RS that incorporate preference information upon multiple criteria.
RS,recommender systems,EXT,== Risk-aware RS ===
RS,recommender systems,EXT,"The majority of existing approaches to RS focus on recommending the most relevant content to users using contextual information, yet do not take into account the risk of disturbing the user with unwanted notifications."
RS,recommender systems,EXT,Mobile RS =
RS,recommender systems,EXT,"Mobile RS make use of internet-accessing smart phones to offer personalized, context-sensitive recommendations."
RS,recommender systems,EXT,This is a particularly difficult area of research as mobile data is more complex than data that RS often have to deal with.
RS,recommender systems,EXT,"There are three factors that could affect the mobile RS and the accuracy of prediction results: the context, the recommendation method and privacy."
RS,recommender systems,EXT,"Additionally, mobile RS suffer from a transplantation problem – recommendations may not apply in all regions ."
RS,recommender systems,EXT,Hybrid RS =
RS,recommender systems,EXT,"Most RS now use a hybrid approach, combining collaborative filtering, content-based filtering, and other approaches ."
RS,recommender systems,EXT,"These methods can also be used to overcome some of the common problems in RS such as cold start and the sparsity problem, as well as the knowledge engineering bottleneck in knowledge-based approaches."
RS,recommender systems,EXT,Netflix is a good example of the use of hybrid RS.
RS,recommender systems,EXT,Session-based RS ==
RS,recommender systems,EXT,These RS use the interactions of a user within a session.
RS,recommender systems,EXT,Most instances of session-based RS rely on the sequence of recent interactions within a session without requiring any additional details  of the user.
RS,recommender systems,EXT,One of the events that energized research in RS was the Netflix Prize.
RS,recommender systems,EXT,"To measure the effectiveness of RS, and compare different approaches, three types of evaluations are available: user studies, online evaluations , and offline evaluations."
RS,recommender systems,EXT,"For instance, in the domain of citation RS, users typically do not rate a citation or recommended article."
RS,recommender systems,EXT,"Typically, research on RS is concerned about finding the most accurate recommendation algorithms."
RS,recommender systems,EXT,The field of RS has been impacted by the replication crisis as well.
RS,recommender systems,EXT,Similar issues have been spotted also in sequence-aware RS.
RS,recommender systems,EXT,Previous research was also found had little impact on the practical application of RS.
RS,recommender systems,EXT,"By 2011, Ekstrand, Konstan, et al. criticized that ""it is currently difficult to reproduce and extend RS research results,” and that evaluations are “not handled consistently""."
RS,recommender systems,EXT,"As a consequence, much research about RS can be considered as not reproducible."
RS,recommender systems,EXT,"Hence, operators of RS find little guidance in the current research for answering the question, which recommendation approaches to use in a RS."
NN,neural network,EXT,"A NN is a network or circuit of neurons, or in a modern sense, an artificial NN, composed of artificial neurons or nodes."
NN,neural network,EXT,"Thus a NN is either a biological NN, made up of real biological neurons, or an artificial NN, for solving artificial intelligence  problems."
NN,neural network,EXT,A biological NN is composed of a groups of chemically connected or functionally associated neurons.
NN,neural network,EXT,"Artificial intelligence, cognitive modeling, and NNs are information processing paradigms inspired by the way biological neural systems process data."
NN,neural network,EXT,Artificial intelligence and cognitive modeling try to simulate some properties of biological NNs.
NN,neural network,EXT,"In the artificial intelligence field, artificial NNs have been applied successfully to speech recognition, image analysis and adaptive control, in order to construct software agents  or autonomous robots."
NN,neural network,EXT,"On the other hand, the origins of NNs are based on efforts to model information processing in biological systems."
NN,neural network,EXT,"Unlike the von Neumann model, NN computing does not separate memory and processing."
NN,neural network,EXT,The preliminary theoretical base for contemporary NNs was independently proposed by Alexander Bain  and William James .
NN,neural network,EXT,McCulloch and Pitts   created a computational model for NNs based on mathematics and algorithms.
NN,neural network,EXT,The model paved the way for NN research to split into two distinct approaches.
NN,neural network,EXT,One approach focused on biological processes in the brain and the other focused on the application of NNs to artificial intelligence.
NN,neural network,EXT,"Other NN computational machines were created by Rochester, Holland, Habit, and Duda ."
NN,neural network,EXT,They discovered two key issues with the computational machines that processed NNs.
NN,neural network,EXT,The first issue was that single-layer NNs were incapable of processing the exclusive-or circuit.
NN,neural network,EXT,The second significant issue was that computers were not sophisticated enough to effectively handle the long run time required by large NNs.
NN,neural network,EXT,"Neural networks, as used in artificial intelligence, have traditionally been viewed as simplified models of neural processing in the brain, even though the relation between this model and brain biological architecture is debated, as it is not clear to what degree artificial NNs mirror brain function."
NN,neural network,EXT,"A NN , in the case of artificial neurons called artificial NN  or simulated NN , is an interconnected group of natural or artificial neurons that uses a mathematical or computational model for information processing based on a connectionistic approach to computation."
NN,neural network,EXT,In more practical terms NNs are non-linear statistical data modeling or decision making tools.
NN,neural network,EXT,"An artificial NN involves a network of simple processing elements  which can exhibit complex global behavior, determined by the connections between the processing elements and element parameters."
NN,neural network,EXT,One classical type of artificial NN is the recurrent Hopfield network.
NN,neural network,EXT,"The concept of a NN appears to have first been proposed by Alan Turing in his 1948 paper Intelligent Machinery in which he called them ""B-type unorganised machines""."
NN,neural network,EXT,The utility of artificial NN models lies in the fact that they can be used to infer a function from observations and also to use it.
NN,neural network,EXT,"Unsupervised NNs can also be used to learn representations of the input that capture the salient characteristics of the input distribution, e.g., see the Boltzmann machine , and more recently, deep learning algorithms, which can implicitly learn the distribution function of the observed data."
NN,neural network,EXT,Learning in NNs is particularly useful in applications where the complexity of the data or task makes the design of such functions by hand impractical.
NN,neural network,EXT,The tasks to which artificial NNs are applied tend to fall within the following broad categories:
NN,neural network,EXT,"In August 2020 scientists reported that bi-directional connections, or added appropriate feedback connections, can accelerate and improve communication between and in modular NNs of the brain's cerebral cortex and lower the threshold for their successful communication."
NN,neural network,EXT,"A common criticism of NNs, particularly in robotics, is that they require a large diversity of training for real-world operation."
NN,neural network,EXT,"Dean Pomerleau, in his research presented in the paper ""Knowledge-based Training of Artificial Neural Networks for Autonomous Robot Driving,"" uses a NN to train a robotic vehicle to drive on multiple types of roads ."
NN,neural network,EXT,"These issues are common in NNs that must decide from amongst a wide variety of responses, but can be dealt with in several ways, for example by randomly shuffling the training examples, by using a numerical optimization algorithm that does not take too large steps when changing the network connections following an example, or by grouping examples in so-called mini-batches."
NN,neural network,EXT,"Arguments for Dewdney's position are that to implement large and effective software NNs, much processing and storage resources need to be committed."
NN,neural network,EXT,"While the brain has hardware tailored to the task of processing signals through a graph of neurons, simulating even a most simplified form on Von Neumann technology may compel a NN designer to fill many millions of database rows for its connections—which can consume vast amounts of computer memory and hard disk space."
NN,neural network,EXT,"Furthermore, the designer of NN systems will often need to simulate the transmission of signals through many of these connections and their associated neurons—which must often be matched with incredible amounts of CPU processing power and time."
NN,neural network,EXT,"While NNs often yield effective programs, they too often do so at the cost of efficiency ."
NN,neural network,EXT,"Although it is true that analyzing what has been learned by an artificial NN is difficult, it is much easier to do so than to analyze what has been learned by a biological NN."
NN,neural network,EXT,"Moreover, recent emphasis on the explainability of AI has contributed towards the development of methods, notably those based on attention mechanisms, for visualizing and explaining learned NNs."
NN,neural network,EXT,"Furthermore, researchers involved in exploring learning algorithms for NNs are gradually uncovering generic principles that allow a learning machine to be successful."
NN,neural network,EXT,"Between 2009 and 2012, the recurrent NNs and deep feedforward NNs developed in the research group of Jürgen Schmidhuber at the Swiss AI Lab IDSIA have won eight international competitions in pattern recognition and machine learning."
NN,neural network,EXT,"Such NNs also were the first artificial pattern recognizers to achieve human-competitive or even superhuman performance on benchmarks such as traffic sign recognition , or the MNIST handwritten digits problem of Yann LeCun and colleagues at NYU."
NN,neural network,EXT,"- Illustrated, bilingual manuscript about artificial NNs; Topics so far: Perceptrons, Backpropagation, Radial Basis Functions, Recurrent Neural Networks, Self Organizing Maps, Hopfield Networks."
NN,nearest neighbor,EXT,Statistical classification – see k-NN algorithm
NN,nearest neighbor,EXT,"Alternatively the R-tree data structure was designed to support NN search in dynamic context, as it has efficient algorithms for insertions and deletions such as the R* tree."
NN,nearest neighbor,EXT,"R-trees can yield NNs not only for Euclidean distance, but can also be used with other distances."
NN,nearest neighbor,EXT,"An approximate NN search algorithm is allowed to return points, whose distance from the query is at most"
NN,nearest neighbor,EXT,"The appeal of this approach is that, in many cases, an approximate NN is almost as good as the exact one."
NN,nearest neighbor,EXT,Proximity graph methods  are considered the current state-of-the-art for the approximate NNs search.
NN,nearest neighbor,EXT,The search for the NNs to a query q in the set
NN,nearest neighbor,EXT,In practice this technique has an average search time of O  or O  for the k-NN problem when applied to real world stereo vision data.
NN,nearest neighbor,EXT,There are numerous variants of the NNS problem and the two most well-known are the k-NN search and the ε-approximate NN search.
NN,nearest neighbor,EXT,k-NNs =
NN,nearest neighbor,EXT,k-NN search identifies the top k NNs to the query.
NN,nearest neighbor,EXT,k-NN graphs are graphs in which every point is connected to its k NNs.
NN,nearest neighbor,EXT,Approximate NN =
NN,nearest neighbor,EXT,"In some applications it may be acceptable to retrieve a ""good guess"" of the NN."
NN,nearest neighbor,EXT,"In those cases, we can use an algorithm which doesn't guarantee to return the actual NN in every case, in return for improved speed or memory savings."
NN,nearest neighbor,EXT,"Often such an algorithm will find the NN in a majority of cases, but this depends strongly on the dataset being queried."
NN,nearest neighbor,EXT,"Algorithms that support the approximate NN search include locality-sensitive hashing, best bin first and balanced box-decomposition tree based search."
NN,nearest neighbor,EXT,All NNs ===
NN,nearest neighbor,EXT,"For some applications , we may have N data-points and wish to know which is the NN for every one of those N points."
NN,nearest neighbor,EXT,"""A template for the NN problem""."
NN,nearest neighbor,EXT,"""When is NN meaningful?""."
NB,negative binomial,EXT,"In probability theory and statistics, the NB distribution is a discrete probability distribution that models the number of successes in a sequence of independent and identically distributed Bernoulli trials before a specified  number of failures  occurs."
NB,negative binomial,EXT,"In such a case, the probability distribution of the number of non-6s that appear will be a NB distribution."
NB,negative binomial,EXT,The Pascal distribution  and Polya distribution  are special cases of the NB distribution.
NB,negative binomial,EXT,"A convention among engineers, climatologists, and others is to use ""NB"" or ""Pascal"" for the case of an integer-valued stopping-time parameter r, and use ""Polya"" for the real-valued case."
NB,negative binomial,EXT,The NB distribution has a variance
NB,negative binomial,EXT,"The term ""NB"" is likely due to the fact that a certain binomial coefficient that appears in the formula for the probability mass function of the distribution can be written more simply with negative numbers."
NB,negative binomial,EXT,"Then the random number of failures we have seen, X, will have the NB  distribution:"
NB,negative binomial,EXT,Suppose we used the NB distribution to model the number of days a certain machine works before it breaks down.
NB,negative binomial,EXT,"If we used the NB distribution to model the number of goal attempts an athlete makes before scoring r goals, though, then each unsuccessful attempt would be a ""failure"", and scoring a goal would be ""success""."
NB,negative binomial,EXT,"If we are tossing a coin, then the NB distribution can give the number of tails "
NB,negative binomial,EXT,"The probability mass function of the NB distribution is




        f"
NB,negative binomial,EXT,"This quantity can alternatively be written in the following manner, explaining the name ""NB"":












                      (
                      k"
NB,negative binomial,EXT,Some sources may define the NB distribution slightly differently from the primary one here.
NB,negative binomial,EXT,Each of these definitions of the NB distribution can be expressed in slightly different but equivalent ways.
NB,negative binomial,EXT,The definition of the NB distribution can be extended to the case where the parameter r can take on a positive real value.
NB,negative binomial,EXT,"(
              r
              )





    {\displaystyle {\binom {k+r-1}{k}}={\frac {\dotsm }{k!}}={\frac {\Gamma }{k!\,\Gamma }}}

After substituting this expression in the original definition, we say that X has a NB  distribution if it has a probability mass function:




        f"
NB,negative binomial,EXT,"In NB regression, the distribution is specified in terms of its mean,



        m"
NB,negative binomial,EXT,"Length of hospital stay ====
Hospital length of stay is an example of real-world data that can be modelled well with a NB distribution."
NB,negative binomial,EXT,The expected total number of successes in a NB distribution with parameters  is rp/.
NB,negative binomial,EXT,"To see this, imagine an experiment simulating the NB is performed many times."
NB,negative binomial,EXT,"Then we have a proper NB distribution, which is a generalization of the Pascal distribution, which coincides with the Pascal distribution when r happens to be a positive integer."
NB,negative binomial,EXT,"The sum of independent negative-binomially distributed random variables r1 and r2 with the same value for parameter p is negative-binomially distributed with the same p but with r-value r1 + r2.This property persists when the definition is thus generalized, and affords a quick way to see that the NB distribution is infinitely divisible."
NB,negative binomial,EXT,"The geometric distribution  is a special case of the NB distribution, with



        Geom
        ⁡"
NB,negative binomial,EXT,The NB distribution is a special case of the discrete phase-type distribution.
NB,negative binomial,EXT,The NB distribution is a special case of discrete Compound Poisson distribution.
NB,negative binomial,EXT,"==
Consider a sequence of NB random variables where the stopping parameter r goes to infinity, whereas the probability of success in each trial, p, goes to zero in such a way as to keep the mean of the distribution constant."
NB,negative binomial,EXT,"In other words, the alternatively parameterized NB distribution converges to the Poisson distribution and r controls the deviation from the Poisson."
NB,negative binomial,EXT,"This makes the NB distribution suitable as a robust alternative to the Poisson, which approaches the Poisson for large r, but which has larger variance than the Poisson for small r."
NB,negative binomial,EXT,The NB distribution also arises as a continuous mixture of Poisson distributions  where the mixing distribution of the Poisson rate is a gamma distribution.
NB,negative binomial,EXT,"That is, we can view the NB as a Poisson distribution, where λ is itself a random variable, distributed as a gamma distribution with shape = r and scale  θ = p/ or correspondingly rate β ="
NB,negative binomial,EXT,"If r is a counting number, the coin tosses show that the count of successes before the rth failure follows a NB distribution with parameters r and p."
NB,negative binomial,EXT,"Thus, the NB distribution is equivalent to a Poisson distribution with mean pT, where the random variate T is gamma-distributed with shape parameter r and intensity /p."
NB,negative binomial,EXT,", the NB distribution is also known as the gamma–Poisson  distribution."
NB,negative binomial,EXT,The NB distribution was originally derived as a limiting case of the gamma-Poisson distribution.
NB,negative binomial,EXT,"If Yr is a random variable following the NB distribution with parameters r and p, and support {0, 1, 2, ...}, then Yr is a sum of r independent variables following the geometric distribution  with parameter p."
NB,negative binomial,EXT,"In this sense, the NB distribution is the ""inverse"" of the binomial distribution."
NB,negative binomial,EXT,"The NB distribution is infinitely divisible, i.e., if Y has a NB distribution, then for any positive integer n, there exist independent identically distributed random variables Y1, ...,"
NB,negative binomial,EXT,The NB distribution NB can be represented as a compound Poisson distribution
NB,negative binomial,EXT,"The NB, along with the Poisson and binomial distributions, is a member of the  class of distributions."
NB,negative binomial,EXT,"For the special case where r is an integer, the NB distribution is known as the Pascal distribution."
NB,negative binomial,EXT,"For k + r Bernoulli trials with success probability p, the NB gives the probability of k successes and r failures, with a failure on the last trial."
NB,negative binomial,EXT,"In other words, the NB distribution is the probability distribution of the number of successes before the rth failure in a Bernoulli process, with probability p of successes on each trial."
NB,negative binomial,EXT,"The NB distribution, especially in its alternative parameterization described above, can be used as an alternative to the Poisson distribution."
NB,negative binomial,EXT,"Since the NB distribution has one more parameter than the Poisson, the second parameter can be used to adjust the variance independently of the mean."
NB,negative binomial,EXT,The NB distribution is also commonly used to model data in the form of discrete sequence read counts from high-throughput RNA and DNA sequencing experiments.
NB,negative binomial,EXT,"Coupon collector's problem
Beta NB distribution"
NB,negative binomial,EXT,"Extended NB distribution
Negative multinomial distribution"
SA,simulated annealing,EXT,"For problems where finding an approximate global optimum is more important than finding a precise local optimum in a fixed amount of time, SA may be preferable to exact algorithms such as gradient descent, Branch and Bound."
SA,simulated annealing,EXT,"They also proposed its current name, SA."
SA,simulated annealing,EXT,This notion of slow cooling implemented in the SA algorithm is interpreted as a slow decrease in the probability of accepting worse solutions as the solution space is explored.
SA,simulated annealing,EXT,"In general, SA algorithms work as follows."
SA,simulated annealing,EXT,"At each step, the SA heuristic considers"
SA,simulated annealing,EXT,"In the original description of SA, the probability



        P
        ("
SA,simulated annealing,EXT,Many descriptions and implementations of SA still take this condition as part of the method's definition.
SA,simulated annealing,EXT,"For any given finite problem, the probability that the SA algorithm terminates with a global optimal solution approaches 1 as the annealing schedule is extended."
SA,simulated annealing,EXT,The following pseudocode presents the SA heuristic as described above.
SA,simulated annealing,EXT,"In order to apply the SA method to a specific problem, one must specify the following parameters: the state space, the energy  function E, the candidate generator procedure neighbour, the acceptance probability function P, and the annealing schedule temperature AND initial temperature <init temp>."
SA,simulated annealing,EXT,"To investigate the behavior of SA on a particular problem, it can be useful to consider the transition probabilities that result from the various design choices made in the implementation of the algorithm."
SA,simulated annealing,EXT,"}
   of the search graph, the transition probability is defined as the probability that the SA algorithm will move to state"
SA,simulated annealing,EXT,"However, this acceptance probability is often used for SA even when the neighbour function, which is analogous to the proposal distribution in Metropolis–Hastings, is not symmetric, or not probabilistic at all."
SA,simulated annealing,EXT,"As a result, the transition probabilities of the SA algorithm do not correspond to the transitions of the analogous physical system, and the long-term distribution of states at a constant temperature



        T


    {\displaystyle T}
   need not bear any resemblance to the thermodynamic equilibrium distribution over states of that physical system, at any temperature."
SA,simulated annealing,EXT,"Nevertheless, most descriptions of SA assume the original acceptance function, which is probably hard-coded in many implementations of SA."
SA,simulated annealing,EXT,"Moscato and Fontanari conclude from observing the analogous of the ""specific heat"" curve of the ""threshold updating"" annealing originating from their study that ""the stochasticity of the Metropolis updating in the SA algorithm does not play a major role in the search of near-optimal minima""."
SA,simulated annealing,EXT,"Instead, they proposed that ""the smoothening of the cost function landscape at high temperature and the gradual definition of the minima during the cooling process are the fundamental ingredients for the success of SA."
SA,simulated annealing,EXT,"When choosing the candidate generator neighbour, one must consider that after a few iterations of the SA algorithm, the current state is expected to have much lower energy than a random state."
SA,simulated annealing,EXT,"Such ""closed catchment basins"" of the energy function may trap the SA algorithm with high probability  and for a very long time ."
SA,simulated annealing,EXT,"On the other hand, one can often vastly improve the efficiency of SA by relatively simple changes to the generator."
SA,simulated annealing,EXT,The physical analogy that is used to justify SA assumes that the cooling rate is low enough for the probability distribution of the current state to be near thermodynamic equilibrium at all times.
