acronym,expansion,anchor_sentence
IP,inverse proportion,"IP is calculated as , where the degree decreases quickly at smaller positions ."
IP,intercept probability,"In the following , we analyze the IP of the DMA case in which all relays that can successfully decode the source 's message simultaneously forward its replicated image to the destination ."
IP,image preprocessing,IP contains mathematical methods for how a shark image is preprocessed in order to reduce noise caused by wind or weather in the ocean .
IP,integer programming,We compare the approximation algorithm with the IP model experimentally using randomly - generated data .
TLS,terrestrial laser scanning,This causes issues when pre - training MLS data as TLS data exhibits very different artefacts to MLS .
PAD,probe attempt detector,"Therefore , if only a few wires are identified as security - critical wires and need to be protected , PAD is a good option with small overhead ."
PAD,presentation attack detection,Test on Replay - AttackThe motivation behind selecting to leave out the Replay - Attack dataset is to show the impact in the performance of face - PAD algorithms of unseen attacks belonging to a new domain : this dataset contains all the samples for replay - low - quality attacks ( see Fig .
ASM,active shape model,The original form of ASM is restricted to single object segmentation and can not deal with more complex scenarios of multiple occluded objects .
ASM,alphabet set multiplier,"In ASM , the multiplication steps are replaced by shift and add operators which are performed by some alphabet defined by a pre - computer bank ."
DMD,dynamic mirror descent,The second step of DMD in eq : DMD uses the shift model to anticipate the optimal decision for the next round .
DMD,digital micro - mirror device,"If is the vector of single pixel measurements from SPC and is the compressive sensing matrix , then we have the forward model as : LiSensIn Lisens , the 2D image of the scene formed on the DMD plane is mapped onto a 1D line - sensor which essentially captures the 1D integral of the 2D image ( along rows or columns ) ."
DMD,deficient mapping dissolution,"DMD solves the left , but not the right example , EMD solves the right , but not the left one , and iterative improvement solves both ."
EMA,exponential moving average,"Because of the issues stated above , we use Exponential Moving Average ( EMA):where EMA has an effective time window over iterates , where early iterates fade at a rate depending on the value ."
EMA,ecological momentary assessment,We considered only those patients that accessed the EMA interface on at least three occasions .
MAPE,mean absolute percentage error,"Many forecasts are being evaluated using widely used error measures such as MAPE , which does not consider the consequences of over- or under - forecasts ."
MAPE,mean average percent error,"Using a range of values , we find that the minimum MAPE and RMSE are 0.52 and 1380 with values of 3.6 and 3.5 , respectively ."
MAP,maximum a posteriori,"Note that for the Laplace approximation , the augmentation scheme is only used to compute the MAP estimate in an efficient way ."
MAP,mean average precision,"Similar to the findings in , we observe that the ' How ' question is the hardest to answer , with the lowest MAP scores ."
DN,destination node,"Explicitly , Proposition guarantees that a specific route comprised by the sub - route can not generate Pareto - optimal routes by adding an intermediate RN to between its last RN and the DN , if the sub - route is weakly dominated by any of the legitimate routes ."
PCC,pearson correlation coefficient,"A PCC value in the ranges of [ , ] , [ , ) and [ , ) indicates a strong , medium and small positive correlation , respectively ."
AL,active learning,Annotation ModesWe devise four AL - enabled annotation modes : 1 .
US,ultrasound,"As a baseline CNN method , we utilised the fully convolutional network model suggested by for multi - view 3D - US image segmentation problem ."
US,united states,figure png / global_page_flow.png Global page detection flow for the US pages fig : global_page_flowfigure
US,uncertainty sampling,"Furthermore , our analysis tool shows that US selects many of such words with incorrect pseudo labels in the supplementary material sec : US_analysis ."
MR,magnetic resonance,"The proposed ACNN - Seg method is compared against : the current state - of - the - art cine MR 2D slice by slice segmentation method ( 2D - FCN ) , 3D - UNet model , cascaded 3D - UNet and convolutional AE model ( AE - Seg ) , sub - pixel 3D - CNN segmentation model ( 3D - Seg ) proposed in Sec . ,"
MR,majority rule,"The majority rule model ( MR , see Krapivsky2003 ) is a special case of the TM , since all thresholds are one half ( the randomly chosen individual tends to flip if the majority of its neighbors have opposite spin ) ."
MR,model risk,"Thus , we conduct the BN - SV - MR sensitivity analysis to get the comprehensive information on how the BN model risk impacts on the criticality assessment for and ."
MR,middle resolution,images / dbpniterRecurrent DBPN with multiple pairs of projection units ( DBPN - MR ) .
MR,machine reading,Very recent works use pre - trained Transformer models for MR .
MR,meaning representation,"Crowd workers were asked to select a checkbox for added information if the output contained information not present in the given MR , or a checkbox for missed information if the output missed some information from the MR ."
MR,morphological richness,tbp ] Dominating frequency of droplet 's MR .
MR,mixed reality,"PathEarlier works have explored visualising the path of the robot , yet these designs extend lines far into the future and this means that in an MR setting where all the robots in the vincinity broadcast their paths the visual field would quickly become cluttered ."
HR,high - resolution,"As highlighted in , early upsampling introduces redundant computations in the HR space since no additional information is added into the model by performing transposed convolutions at an early stage . ("
IS,inception score,"To evaluate our results quantitatively , we computed both the Inception Score ( IS , larger is better ) , which tries to evaluate how recognizable and diverse objects within images are , as well as the Frechet Inception Distance ( FID , smaller is better ) , which compares the statistics of generated images with real images ."
IS,importance sampling,"We also compare against importance sampling as presented in , which we refer to as IS ."
IS,information systems,"This paper discusses these issues for the target population of IS students , for whom the lack of direct relevance of the traditional logic courses seems to have led to their exclusion from the curriculum ."
LDP,large deviation principle,Thus the empirical measure of the activation patterns of all those particles satisfies LDP with rate functional in discrete time .
LDP,low degeneracy partition,"Our algorithm uses our LDP framework to split the input graph into parts with logarithmic degeneracy(hence , arboricity ) and then invokes an algorithm of Barenboim and Elkin ."
LDP,local differential privacy,There are two types of differential privacy - Centralized differential privacy or CDP and Local differential privacy or LDP .
ACE,average causal effect,"Importantly , estimating the ACE only requires computing a distribution in Figure fig : cases ."
ACE,advanced combined encoder,Basic block diagram of ACE processing strategy used in this study to simulate the CI - users signal .
OPS,orthogonal pilot sequences,The solid marked line curves represent the SLM technique with different values of Simulations in Figure depict the CCDF of the PAPR reduction after applying OPS technique with different values of .
OPS,one posterior sample,"We note that for complicated models , especially with non - convex target posterior landscapes , such an upper bound for step size still brings practical problems even with the OPS ."
MDS,maximum distance separable,"Organization In Section 2 , we present the neccessary background on MDS vector codes along with a parity - check view of them ."
MDS,minimum dominating set,"Negative correlation reduces the size of an MDS and enhances network controllability , whereas positive correlations hardly affect the size of an MDS ."
IPS,intrusion prevention system,IPS Intrusion prevention systems like the open source Suricata could be used together with custom rules tailored towards the IoT devices to prevent their ongoing compromise .
IPS,interactive proof systems,"If such an IPS has a time bound , then we can say that every probabilistic path ends with the decision of "" acceptance "" for inputs that are members of the language ."
BMS,building management system,Figure 3 presents a picture of the target building along with a representative BMS screen for one of the ventilation units .
BMS,battery management system,"However , employing the RGTI for battery management interferes with the BMS algorithm present within the UPS , and such a clash can also lead to battery mismanagement which affects the life of the storage elements ."
PP,prepositional phrase,"This section formally defines the problem of PP attachment disambiguation , describes our baseline model , then shows how to integrate the token - level embeddings in the model ."
PP,pairwise product,"The inputs to Algorithm nprr are : a product flag that decides between the Multiway Product algorithm of ngo2 and Algorithm PP , the set of variables whose product needs to be computed , the corresponding factors , factor tables and finally , the set of free variables ."
PP,pairwise perturbation,"algorithmTtmcMapPP : Subprocedure for building Tucker - PP mapalg : mapttmcalgorithmic[1]Input : Map of TreeNode and Tensor Map , Pairwise perturbation construction tree , Tensor , , TreeNode t t Map Map[t ] max number in size()=1 qcrIt 's the last matrix to contract Map[t ] Map[t ] Parent[t ] Map TtmcMapPP(Map , , , , Parent[t ] ) Map[Parent[t ] ] Map[t ] Map[t ] algorithmicalgorithm"
PP,privacy preferences,"In performing these experiments , we executed thequeries in the Complex Queries set , described in Section exp2 , and we associate with each sensing SO a privacy preference taken from the Full PP set ."
PP,present and predominant,"Next , we defined a clean portion of the dataset consisting of correct and complete labels , obtained by a second verification of the clips marked as PP ."
PF,particle filter,"minus the corresponding onein Fig .. However , as a theoretical analysis , we employ theformula in eq-26 and the calculated results are presented inFig .. The PCRLB generated by the PF is generally moreaccurate throughout simulation ."
PF,pareto - fair,We observe from columns ( PF BS ) and ( PF Acc ) that our model has the best accuracy and BS discrepancies .
PF,propagation fusion,"For evaluating structure fusion generalization , we compare structure fusion based graph convolutional networks ( SF - GCN ) , propagation fusion based graph convolutional networks ( PF - GCN ) and structure propagation fusion based graph convolutional networks ( SPF - GCN).In Table , we observe that the performance of SPF - GCN is better than that of other method , and the least improvement of SPF - GCN respectively is for Cora , for Citeseer and for PubMed , while the performance of SP is superior to that of PF - GCN , and the improvement of SF - GCN respectively is for Cora , for Citeseer and for PubMed Therefore , PF and SF both are benefit for further mining the structure information and the role of SF is more important than that of PF ."
PF,power flow,The Volt PF model has the highest correlation .
NF,naive fusion,"Naive fusion ( NF ) denotes our approach with a constant PIW for all features used , thus the final similarity defined as In Fig ."
NF,noise figure,"The current III - V receiver performance limits the order of the QAM to 128 , due to the tradeoff between mixer linearity and receiver NF ."
NF,new foundations,"Recall from Remarks and that in stratifiable syntax , as used in Quine 's NF , variables do not have predefined levels but we insist on a stratifiability condition that and are only legal if we could assign levels to their variables to stratify them ."
TAM,technology acceptance model,"Regardless of their conceptual differences , UTAUT , TPB , and TAM have gained considerable evidence that supports them as relevant ones to understand the complexities of the technology - mediated relationships between buyers and sellers through E - commerce platforms ."
TAM,transparent attention model,"TAM Recently , D18 - 1338 proposed a novel transparent attention model ( Tam ) to train very deep NMT models ."
DFT,density functional theory,"While the resulting molecules are certainly not accurate enough to relax under a DFT calculation , we plot a histogram of of inter - atom distances ."
DFT,design - for - test,Access to DFT structure for detecting and analyzing the failure in the die is another asset available to the foundry .
CKD,child key derivation,The fact that S.A. methods in CryptoNote and even more in the recent 2018 release of ZeroCashare substantially more complex than the simplistic CKD in Mobius suggests that Mobius needs something better .
AR,average recall,The overall AR improvement of merging all strategies could obtain a recall of 74.22 .
AR,anaphora resolution,07-steinberger - al incorporate AR into a more complex scoring method ( LSA representation ) to improve its performance even with an imperfect anaphoric resolver .
AR,augmented reality,"With the transformation and miniaturization of physical devices and displays , the concept of mobile AR evolved towards the notion of "" mobile device "" , aka AR on a mobile device ."
AR,accumulated reward,we have that the theoretically maximum AR and EL are both 3000 due to our episode termination criterion .
CSPs,cloud service providers,"Different Cloud Service Providers ( CSP ) may have proprietary systems , so training on the use and investigation of these proprietary systems should be considered ."
CSPs,constraint satisfaction problems,"Some first partial classifications are available also for such CSPs BodMarMot , BodMarMot - temporal , JonssonThapper15 ."
CAP,consistency availability partition,"However , the PACELC which is forked from the CAP theorem , in case of network partitioning , illustrates the trade - off between consistency and availability ."
CAP,cumulative accuracy profit,We might use deeper networks to gain a few points in AUC and CAP curves .
DSM,data store module,"So other than in OCFA where a mutable meta - data trace file was forwarded between all modules in a batch , in the Mattock architecture the per - module meta - data is stored as a derived - data MattockFS blob ( with mime - type x - mattock / ENC ; where ENC could be any serialization format identification ) that is then made immutable and is immediately forwarded to the DSM ."
DSM,demand side management,"However , direct information from the users is often unavailable , as surveys are expensive to collect on a large scale or burden the user experience with unwanted interaction overhead , as already shown by a large number of users dropping out from DSM programs due to user response fatigue ."
DSM,distributional semantic model,"Ein DSM ist ein multidimensionaler Vektorraum , in dem Wörter als Vektoren abgebildet werden lenci_DistributionalModelsWordMeaning_2018a ."
DSM,digital surface model,"Although Digital Surface Model ( DSM ) data is provided for every image , we only use the image data as we are targeting domain adaptation using only image data ."
CAS,content addressed storage,The storage sub - system of OCFA used physical symbolic links to CarvFS CarvPaths inside of its primarily CAS based storage system .
PD,progressive disease,"The acquisition clustering algorithm we used is -means ( , PD and HC ) ."
PD,prisoner 's dilemma,"In the PD , each player can choose between Cooperate ( c ) and Defect ( d ) ."
PD,positive definite,"Property pro : expect requires , which is important for the PD - ness of the Hessian ."
PD,parkinson 's disease,"We selected 46 persons with Parkinson 's disease and labelled them as "" PD "" ."
PPMI,parkinson 's progression markers initiative,"We also developed a sequential deep learning based approach to identify the subtypes of PD on the clinical variables , biomarkers and assessment data in PPMI , and our solution won the PPMI data challenge in 2016ppmichallenge ."
PPMI,positive pointwise mutual information,AnalysisThe of the baseline is almost the same while the PPMI model improves the score in the case where the vocabulary size increases .
EHRs,electronic health records,"The Institute of Medicine also recommends including social and behavior measures into patient EHRs ( stress , isolation levels , physical activity , geocoding etc . )"
EHRs,energy harvesting receivers,is the number of EHRs and is the number of PUs in the th cluster .
LCP,locally compact polish,"[ ( iii ) ] Since the -universality of implies its -characteristic property ( see eq : char - relations ) , Theorem also provides a generalization of Theorem ( i ) to under additional assumptions on -s , while constraining -s to LCP - s instead of second - countable topological spaces ."
LCP,longest common prefix,"However , there are many practical scenarios where the LCP array may be applied without making use of the SA ."
LCP,linearly compressed page,The key idea in LCP is using a fixed size for each compressed block in order to eliminate complexity of calculating the location of each block in memory .
SD,strong dominance,The reduction techniques used under SD property does not apply / extend to WD property .
SD,secure digital,"When 60 s worth of SPL data has been generated , it is written to a dedicated data partition on the SD card ready for data upload ."
SD,standard deviation,"max width=0.75Classification performance of the compared algorithms with NB classifier ( averaged over 40 runs ) ' Mean'and ' SD ' - Mean and standard deviation of classification error over 40 runs ' PI'- Percentage improvement in the classification error relative to the classification error achieved with all features max width=0.75Classification performance of the compared algorithms with k - NN Classifier ( averaged over 40 runs ) ' Mean'and ' SD ' - Mean and standard deviation of classification error over 40 runs ' PI'- Percentage improvement in the classification error relative to the classification error achieved with all features Further , paired t - tests were used to evaluate the statistical significance of the results relative to the compared algorithm ."
SD,strategic dependency,"The actors with the SD model are "" opened up "" to show their specific intentions ."
SD,soft decision,"Thus , unlike the simple one - dimensional problem in SD combining , two degrees of freedom are considered in the HD combining optimization problem ."
SD,sphere decoding,"As such , the channel matrix is rank - deficient , and SD can not be directly applied ."
SD,selection diversity,"For with arbitrary values for 's and following a similar analysis as for the derivation of Eq : CDF_gEND_MRD_Distinct_C , a closed - form expression for can be obtained asRepetitive with SDAlternatively to MRD , may use a time - diversity version of SD to combine the signals from and ."
SD,stochastically dominate,"Under the SD property , tAISTATS17_hanawal2017unsupervised established that USS problem is equivalent to a multi - armed bandit with side observations and exploit the equivalence to give an algorithm with sub - linear regret ."
ASA,adaptive segmentation algorithm,"However , ASA requires manual adjustment of several parameters ( i.g . ,"
GMM,gaussian mixture model,"Given Lemma , it is straightforward to define an finite inner product and distance of two activation functions as the integration weighted by a Gaussian Mixture Model ( GMM ) ."
GMM,group marching method,"And FIM becomes relatively faster in 3D and 4D. However , in most of the cases GMM is the fastest algorithm ."
MD,molecular dynamics,"While the results associated with the Velocity Verlet and BCSS integrators are still far from the target value , the averages produced with AIA are , regardless a choice of simulation parameters , always closer to 0.94 nm both in HMC and in MD ."
MD,morphological disambiguation,We then use the same context to calculate the losses separately for NER and MD as explained in Sections and .
MD,model distillation,"By combining PFD with MD , UD further improves the prediction performance of the student ."
MD,memoryless deterministic,"Then there exist a player MD strategy and a player MD strategy such that for all states , if or , then the following is true : equation*aligned _ : & _ , s , , ( ) s or _ : & _ , s , , ( ) < s.alignedequation*lemmaproofWe construct a transfinite sequence of subgames , where is an ordinal number , by stepwise removingcertain transitions ."
MD,mean diffusivity,tabularp0.8cmp5.5cmp6 cm 3cAmyloid Load ( PiB Positivity ) Set 1 & PiB Angular L / R & PiB Cingulum Ant L / R & PiB Cingulum Post L / R & PiB Frontal Med Orb L / R & PiB Precuneus L / R & PiB Temporal Sup L / R & PiB Temporal Mid L / R & PiB SupraMarginal L Set 2 & FA Cerebral peduncle R & FA Cerebral peduncle L & MD Corticospinal tract R & MD Corticospinal tract L & Trail - Making Test Part A Score & MD Cerebral peduncle R & PET Cingulum Post R & tabular Group difference across Amyloid Load ( PiB Positivity)tabletable [ ! ]
MD,massa de dados,A MD tem aplicações nas mais variadas esferas de conhecimento .
MD,multiple description,"Accordingly , almost all of the convolutional layers can be shared in the MD multi - scale - dilated encoder network except for the last layers , to create different kinds of tensors ( See the MD multi - scale - dilated encoder network in Fig . ) ."
MD,missed detection,"If , Eve will always declare that Alice is transmitting regardless of the observation , and , hence , not surprisingly , we note from MD - FA0 that ."
LP,linear programming,"Experiments with the complete datasetTo create optimized decision trees considering the entire experimental results dataset is quite challenging : there are more than half a million observations(534128 execution results produced by solving 1004 LP problems with 532 different algorithm configurations each ) , far beyond the limits indicated in the previous section ."
LP,label powerset,"It is not possible to combine ML - BPNN and HOMER ( which is described by META - MLC4 ) because of a constraint of the MEKA software , which allows justBR , CC and LP as the algorithms at the multi - label base level of HOMER ."
LP,label propagation,Label Propagation ( LP ) : LP assigns labels to unlabeled nodes by propagating available labels in the graph .
CPM,critical path method,A basic technique to define the earliest starting time for jobs consists of computing the CPD using CPM without considering resource constraints .
CPM,competition performance metric,"Cross validation results on LIDC dataset demonstrate that our model achieves a final CPM score of 87.27 on nodule detection and DSC score of 83.10 on nodule segmentation , representing current state - of - the - arts on this dataset ."
CPM,completely positive maps,"The required relationship is encoded by the following CPM axiom , which characterises the action of discarding maps in in terms of the dagger structure of : Frobenius algebrasFrobenius algebras are a fundamental ingredient of quantum theory , where they are intimately related to the notion of observable ."
CPM,clique percolation method,"For our study we use CPM to extract the underlying community structure for evolving graphs , and Louvain method ( based on modularity optimization ) community detection for the union graph ."
CPM,continuous profile model,"Instead of 10 representative stops , we pick up randomly 2 to 20 stops , and compare multi - task CPM to single - task learning , for = 40 and 90 ."
CPM,cost per mille,"( iii ) On the impression related measures , the feedback - control - enabled bidding strategies earn more impressions than the non - controlled bidding strategy by actively lowering their bids ( CPM ) and thus AWR , but achieving more bid volumes ."
HD,hausdorff distance,The HD ranged from 0.31 to 0.86 mm .
HD,high definition,"Multiple TCP connectionsIn iPhone4S , the YouTube application uses a significant number of TCP connections to receive HD quality videos ."
HD,hard decision,"Therefore , interestingly , contrary to the conclusion in , if a standard HD decoder is used , binary codes and BICM are to be preferred to nonbinary codes for spectrally - efficient optical communication systems ."
HD,harmonic distortion,the residual HD power level is simulated for both approaches using cancellation taps over a wide range of .
LD,line difference,A comparison of the mean and standard deviation of the LD values from 1992 to 2011 is shown in Figure .
LD,loads data,"Different layers create different number of objects , but they all become MAC / MAX for window objects and LD for load objects ."
LD,large deviation,"By exploiting again LD theory , we have analytically derived under which conditions one can distinguish two different noise probability density functions of a stochastic sequence of quantum measurements , by evaluating the corresponding survival probability at the end of the sequence ."
LD,link density,Dictionary - only ignores the NER mentions and solves overlapping mentions by picking the mention which has the largest LD value until no overlap exists .
ST,stomach,"LI : liver , ST : stomach , DU : duodenum , LK : left kidney , and RK : right kidney ."
ST,split - turnip,"i & BDD - based Network Reliability & HLL & n / a & Hardy2007,Herrmann2010 4*ii & Lomonosov's - Turnip & LT & & Gertsbakh2016 2 - 5 & Sequential Splitting Monte Carlo & ST & , & Vaisman2016 2 - 5 & Generalized Splitting & GS & & Botev2012 2 - 5 & Recursive Variance Reduction & RVR & & Cancela2014 3*iii & Karger 's 2-step Algorithm & K2Simple & & Karger2016 2 - 5 iii & Optimal Monte Carlo Simulation & , & & Dagum2000 , Huber2017 2 - 5 & Counting - based Network Unreliability & & & This paper tabular tableTo the best of our knowledge , methods in Table t : methods are some of the best in their categories as evidenced in the literature ."
ST,sleep telemetry,"We have devised two test cases ; the first is a multi - source task where a patient independent random split is performed on data from both SC and ST , from here on referred to as Random Split task ( RS - task ) ."
ST,semantic tagging,"Hence , the weights leading to the UD softmax layer are not updated on the ST silver portion of the data , and vice - versa for the ST softmax layer on the UD portion of the data ."
ST,steiner tree,Furthermore we have also observed that for constant or sufficiently small shortest path diameter networks ( where ) the second algorithm computes a -approximate ST in rounds and messages in the CCM .
RK,right kidney,"LI : liver , ST : stomach , DU : duodenum , LK : left kidney , and RK : right kidney ."
RDM,russian dolls model,"Cognitive Management , Bandwidth Allocation Model , Case - Based Reasoning , Resource Allocation , MAM , RDM , ATCS , GBAM ."
RDM,representational dissimilarity matrix,"In each RDM , rows and columns are sorted based on image categories ."
NEB,nudged elastic band,The NEB cycles are configured with a learning rate decay : Four cycles of 1000 steps each with learning rate 0.1 .
NEB,next event backtracking,The major difference to NEB is that the guidance in NEB will happen implicitly .
CF,collaborative filtering,"As in the case of articlebased recommendations , we factorize the matrix with alternating least squares , but for this problem we modeled the CF ratings ( relevance of a section ) as implicit feedback ."
CF,crest factor,"For an ENF signal , CF is measured as the ratio of the peak value to the root mean square ( rms ) value ."
CF,complexity factor,"CF takes into account three factors- language ( LF ) , switching ( SF ) and mix ( MF ) factors ."
CF,correlation filter,The third experiment compares our MSC - trackers with the top - performing CF - based trackers with deep features .
CTR,click through rates,"Given a test set of creatives , suppose represent the images with the lowest CTR values and represent the images with the highest CTR ."
CTR,collaborative topic regression,"Among those topic modeling based models ( LDA , CTR and HFT ) , both HFT-10 and HFT-50 perform better in all three datasets ."
CTR,character transfer rate,Based on experimental results an average CTR of 0.4375 characters per second was achieved .
MF,matrix factorization,"Notice that in our model , the rating prediction still relies on MF technique ( Eq . ) ."
MF,model fair,Fair MF models outperform fair PSL models w.r.t .
MF,membership function,"The role of the membership functions is to find the standard range for each input , , , and , MF specifies a fuzzy set as Eqn . ,"
MF,model - free,"In the parallel stream model , there are competing and parallel streams of MB and MF learning ."
ET,energy transmitters,"the distance of a reference location is defined ( Taken from https://en.wikipedia.org/wiki/Free-spacepathloss ) as follows : , where is the speed of light and is the frequency of the transmitted signal by an ET ."
ET,evidence theory,Methods to handle manifold uncertainties The hybrid ET and EAA approachET is a useful and powerful approach to combine various types of uncertain information from different sources .
ET,enhancing tumor,"[ height=29mm]voi2d.png(1,3)VOI map [ height=29mm]VOI_histogram.png The VOI map ( background-0 , red-1 , green-2 , blue-3 , yellow-4 , orange-5 , pink-6 , purple-7 , grey-8 , and brown-9 ) and the distribution of brain tumor lesions ( green - ED , blue - NEC / NET , and red - ET ) observed in the different labels of VOI map from BraTS 2017 training subjects ."
ET,elastic transformations,& & & AWGN & 0.79 & 0.90 & 0.75 APN & 0.81 & 0.89 & 0.76 ET - Small & 0.78 & 0.89 & 0.74 ET - Large & 0.78 & 0.94 & 0.75 All augmentations & 0.79 & 0.92 & 0.77 Measured accuracies on scores with augmentations .
ET,emission tomography,"Since in ET the activity distribution is piecewise - smooth and the use of TV penalty can result in undesirable artifacts , this can potentially bias the following clinical interpretation of reconstructed images ."
ANN,approximate nearest neighbor,"Thus , this is the main reason why ANN is useful in practice ."
ANN,artificial neural network,"On the other hand , once an ANN is trained , it requires little effort to process the data ."
AI,artificial intelligence,"Here we would like to create linear or even Fisher 's classifier for separation of mistakes from the areas , where the legacy AI system works properly ."
AI,article influence,Figure shows the top 49 journals ordered by AI .
DPI,deep packet inspection,DPI refers to the capability to look inside the packets ' payload .
DPI,data processing inequality,The hard limits are imposed by the DPI ( Theorem 2.8.1 from ) and the fact that the mutual information is non - negative ( Corollary with Equation 2.90 for discrete and first Corollary of Theorem 8.6.1 for continuous random variables from ) .
LR,logistic regression,* [ ] [ ] [ ] [ ] [ ] [ ] [ ] [ ] [ ] [ ] [ ] [ ] Performance comparison of LR + -norm models with varying percentage ( ) of features selected using different feature selection ( global ) methods on text and image datasets .
LR,learning rate,"In particular , LR was tuned through random search on a log - scale ."
LR,linear regression,"the learning algorithms , we found that the retrained and incremental modeling have similar effect on LR and DT , but they lead to considerably diverse result while working on SVM and MLP : overall , the retrained modeling is clearly better in accuracy on SVM while the incremental one yields much better results on MLP ."
LR,low resolution,"In detail , the input LR image is passed first through the predictor network and then the extracted codes are fed to the decoder network shown in Fig . ."
LR,lp relaxation,"Table shows the average integrality gaps ( given the best known upper bound , from PSPLIB and MISTA websites , and an obtained dual bound , the integrality gap is computed as follows : , ) and the average computing times in seconds that have been obtained with the original LP relaxations and the strengthened LR for the instances from PSPLIB and MISTA ."
LR,low rank,"MLconv and LR network initialized with CNN marked with "" i "" at lastAfter obtaining the optimal hyper - parameter values , each network was trained for five times and the median value is reported ."
TPR,true positive rate,TPR or sensitivity shows the degree to which a model does not miss a positive instance .
TPR,tensor product representation,Architecture of Semantic Top - Down TPR Bottom - Up ( TPR - sTDBU ) Network .
RR,recurrent refinement,From the table we can see that using locally uniform in multiscale can improve the performance of both RR and SR methods .
RR,relevance rate,"Next , we normalize RR with the maximum value of RR for that query to get normalized relevance rate ( NRR ) ."
RR,relative ranking,"Here , DA = direct assessment , RR = relative ranking , DS = discrete scale , CS = continuous scale ."
RR,reverse reachable,"Let be the value of the marginal increment generated by any node , be the number of RR sets in overlapping with node ."
LM,language model,At a timestep the forward LM predicts the next token given the previous observed tokens .
LM,logarithmically scaled magnitude,"The filterbank for LS and LM has a linear response ( and lower resolution ) for the lower frequencies , and a logarithmic response for the higher frequencies ."
LM,lagrange multiplier method,Our Lagrange multiplier method ( LM ) is compared against finite differences ( FD ) .
LM,levenberg macquardt,"Within each iteration , LM tries to repetitively solve a new augmented equation ( using an increased damping term ) until the iteration reports success ."
OS,output stride,"OS "" is the output stride ."
OS,orientation score,"The final version of the pipeline uses 11 views , which provides the best OS performance ."
OS,operating system,"Theoretically , computer malware could also find new ways to exploit software or different OS APIs for spreading ."
SRC,sdn ran controller,"Due to the reduction in control signaling messages between SRC and data plane nodes , the delay in initial connection setup for DC users is also reduced in the proposed architecture ."
SRC,spearsman 's rank correlation,"L2 cm R3 cm 1C2cmTest & 1C3cmTest Statistics PCC & 0.30 SRC & 0.58 PCC - log & 0.61 An Alternative Comparison of Ranks of Words in Two Dictionaries Finally , we perform another analysis that is focused on ranks of words , similar to the comparison of ranks by partitioning intervals ."
SRC,sparse representation classification,The experiment results of CRC and SRC are directly referenced from the experiment results reported in while the experiment results of LRC and RCR are obtained via running the codes by ourselves .
LTE,long term evolution,"P. Mogensen , W. Na , I. Kovacs , F. Frederiksen , A. Pokhariyal , K. Pedersen , T. Kolding , K. Hugl , and M. Kuusela , "" LTE capacity compared to the shannon bound , "" in Proc ."
LTE,language transmission engine,"Cultural evolutionTo model cultural evolution in the LTE , we periodically replace agents in the population with newly initialised agents ."
HN,hierarchical network,Hierarchical network ( HN - L ) : The HN structure in the absence of attention run at the line level .
PI,provider independent,Currently RIRs charge a fee for each PI allocation .
PI,power iteration,"Eigenvalue SolversDenovo has three eigenvalue solver choices , PI , RQI , and Arnoldi ."
PI,purchase intention,"L ) Magnitude of the correlation between trust and sales , ( M ) Magnitude of the correlation between trust and price , ( N ) Magnitude of the correlation between trust and history , ( O ) Magnitude of the correlation between PI and sales , ( P ) Magnitude of the correlation between price and PI , ( Q ) Magnitude of the correlation between history and PI , ( R ) Magnitude of the correlation between price and sales , ( S ) Magnitude of the correlation between history and sales , ( T ) Magnitude of the correlation between history and price ."
PNN,product - based neural network,"In the future work , we will explore PNN with more general and complicated product layers ."
RDF,resource description framework,"Further , the RDF snippet in Listing shows a semantic definition of a particular study arm as an instance of the sco : InterventionArm ."
RDF,rate distortion function,For measurable and the distortion constraint set of the classical RDF is .
RDF,random decision forests,"Next , individual extracted features corresponding to an object class are passed to the RDF classifier ."
GDP,gross domestic product,"It plots the features dependence learned by all models for the UK ( LHS ) and the US ( RHS ) for changes in GDP , private debt and broad money in terms of their Shapley contributions for each observation ."
GDP,generalized differential privacy,Design a generic transformation to convert an Algorithm to its GDP variant : We design a generic transformation to convert a candidate algorithm to its generalized differentially private variant . (
SO,smart object,"This processor SO 2 has been implemented on a Raspberry Pi 3 Model B with Raspbian operating system , with 1 GB RAM and a 1.2 GHz 64-bit quad - core ARMv8 CPU ."
SO,stack overflow,"However , there exist a large number of SO questions for which no posted answers are accepted as solutions by the persons who initially asked those questions , and hereby we call them unresolved questions ."
SMP,stable marriage problem,A SMP instance of size The matching is stable .
DC,distributed control,"In the following , a comparative analysis has been given for a number of the intended communication models , for the purpose of the appropriate employment in the DC microgrids ."
DC,dublin core,"Similar to other approaches ( Workflow4ever , Reproduce - me , CWLProv , among others ) the query to answer this question makes use of DC properties ( e.g. , dc : creator , dc : created , dc : modified ) and PROV ( e.g. prov : wasAttributedTo ) for prospective provenance ."
DC,direct current,we use the DC flow calculations described by and .
DC,dual connectivity,"Only those users , whose second best link is better than at least existing links for that node , where is a configurable number , are selected for DC ( step 14 ) ."
DC,disorder constraints,"We denote this set of disorder constraints by DC , which will be addressed in detail below ."
DC,disconnected components,"Droplet was subjected to continuous DC of 1.5 V. ( d ) Square setup without DC , ( e ) Square setup with DC , ( f ) Round setup without DC , ( g ) Round setup with DC ."
